,669
owless,1
own,113
owne,14
owner,4
owners,1
owning,2
ownloa,4
owns,3
owntown,1
owntro,1
ownturn,1
owry,1
ows,15
ox,15
oxfor,15
oxy,3
oxygen,4
oy,1
ozen,5
ozent,1
ozimyi,1
ozone,1
ozzie,2
o’connell,1
q,3
qae,2
qed,6
qua,1
quaker,3
qualifie,2
qualify,4
qualifying,2
qualitative,1
qualities,1
quality,6
quanta,4
quantitative,1
quantitatively,1
quantities,2
quantity,2
quantization,2
quantize,6
quantizing,1
quantum,71
quark,4
quarks,6
quarrele,1
quarter,19
quartere,1
quarterly,1
quarters,7
quartet,4
quasar,3
quasars,1
quasi,1
quaternions,4
queen,8
queen's,8
queens,3
quelle,1
quenchless,1
quest,3
question,28
questione,8
questioning,2
questions,12
quests,1
queue,1
qui,2
quick,2
quickly,11
quicktime,1
quiet,2
quietist,1
quit,9
quite,7
quota,1
quotas,2
quotation,3
quotations,3
quote,9
quoting,2
quran,7
qureshi,1
r,20
ra,101
raam,1
rabbis,1
rabeshika,1
rabhat,1
rabi,2
rabin,49
rabīn,1
race,24
races,3
rachanabali,1
rachanāval,1
rachel,2
rachel's,1
racial,8
racing,1
racism,6
racist,1
ractical,6
racticality,1
ractice,12
ractices,9
racticing,1
ractise,3
ractising,2
ractitioners,1
raft,7
rafte,2
rafting,1
rag,2
raga's,1
ragas,2
raging,1
rague,4
rahla,1
rahman,1
raho,1
rahul,1
rahway,3
rai,4
raile,2
railroa,1
railway,3
railways,1
rainbow,1
raine,1
raining,1
raise,51
raises,1
raising,12
raj,10
rajago,1
rajarshi,1
rajchan,7
rajen,1
rajguru,1
rajibani,1
rajkot,7
rajmohan,1
rajya,1
rakeshbhai,1
raktakarabi,1
ral,12
raliat,1
raliatbehn,1
rallies,1
rally,2
ralok,1
ram,4
rama,8
ramachan,1
ramakrishna,1
ramas,6
ramatic,3
ramatically,1
ramatise,1
ramayana,1
ramifications,2
rams,1
ramzi,1
ramón,2
ran,26
ranam,1
ranami,3
ranath,31
ranath's,2
ranch,1
rand,2
range,16
ranger,1
ranges,1
ranging,3
ranjan,1
ranjivan,1
rank,3
ranke,11
ranking,1
ranks,1
rare,11
rarely,2
rarhi,1
ras,3
rasa,2
rasangit,1
rasithan,1
raskin,1
ratatouille,2
rate,17
rater,1
rates,3
rather,27
ratibha,1
ratifie,1
ratify,1
rating,2
ratings,2
ratio,1
ration,1
rationale,3
rationalist,2
rattle,1
raulics,1
rav,4
rav4,1
rave,1
raver,1
raw,7
rawal,4
rawals,1
rawing,7
rawling,1
rawn,5
ray,10
ray's,1
raychan,1
rayer,2
rayers,7
rayleigh,2
raymon,3
rays,4
raúl,1
re,387
rea,105
reach,8
reachable,1
reache,12
reacher,1
reachers,1
reaches,1
reaching,5
react,1
reacte,1
reacting,1
reaction,9
reactionary,1
reactions,2
reactor,3
reaffirme,3
reagan,6
reagan's,2
real,18
realise,2
realism,4
realistic,2
realities,1
reality,12
realization,3
realize,7
realizes,1
realizing,3
really,18
realm,6
ream,6
reams,2
rear,1
reason,18
reasonable,2
reasonably,3
reasoning,1
reasons,6
reassure,1
reauthorization,3
reauthorize,1
reawaken,1
rebate,1
rebellion,1
rebellious,2
rebels,3
reboun,1
rebuke,2
recall,2
recalle,19
recalling,2
recalls,3
rece,15
receive,90
receiving,5
recent,6
recently,9
recess,1
recesses,1
recession,6
reci,10
reciate,5
reciation,4
recise,7
recisely,1
recitals,2
recite,2
reclaime,2
reclaiming,1
reclassify,1
reclearance,1
recognise,6
recognising,2
recognition,9
recognizability,1
recognizable,2
recognize,8
recognizing,3
recombine,1
recommen,15
reconceive,1
reconcile,5
reconciliation,4
reconsi,3
reconstructe,1
reconstructing,1
reconstruction,1
recor,33
recount,1
recounte,1
recounts,1
recover,2
recovere,4
recoveries,1
recovering,2
recovery,7
recreational,1
recreations,1
recruit,6
recruite,5
recruiting,3
recruitment,2
recruits,1
rectifie,1
recurrence,1
recycle,1
recycling,2
ree,14
reelecte,2
reelection,5
reem,1
rees,1
reeve,1
ref,52
reface,2
refer,3
referable,1
reference,10
references,21
referre,22
referring,10
refers,4
refine,2
refineries,1
reflect,1
reflecte,6
reflecting,1
reflection,1
reflections,3
reflects,2
reflex,1
reform,17
reforme,3
reforming,3
reformist,1
reforms,9
reformulate,2
refraction,1
refrangible,1
refrigerator,5
refuge,3
refugee,1
refugees,1
refurbishe,1
refuse,21
refusing,4
refute,3
regaine,2
regal,2
regar,44
regenerate,1
regime,1
regimen,1
regina,1
reginal,1
region,8
regional,6
regions,2
regis,1
registere,4
registering,1
registrars,1
registration,2
regnancy,4
regnant,5
regolith,1
regret,4
regrette,5
regular,11
regularly,12
regulate,1
regulating,1
regulation,3
regulations,4
regulators,1
regulatory,6
rehensible,1
rehensions,1
rehensive,5
reichstag,1
reiffel,1
reign,2
reignite,1
reincarnation,1
reinforce,1
reinhol,1
reinter,1
reintro,1
reinvent,1
reinvente,2
reinvestment,2
reiss,2
reissue,1
reiterate,2
reject,2
rejecte,14
rejection,3
rejections,1
rejoine,1
reju,6
rekin,1
rela,1
relate,17
relates,2
relating,5
relation,4
relations,23
relationshi,38
relative,8
relatively,4
relatives,7
relativistic,9
relativity,48
relaxe,1
relaxing,1
release,45
releasing,4
relegate,1
relentless,1
relevance,1
relevant,2
reliability,3
reliance,2
reliant,1
relic,1
relie,1
relief,8
relies,1
religio,1
religion,37
religionists,1
religions,12
religious,67
religiously,2
relu,3
reluctance,1
reluctant,3
reluctantly,2
rely,1
relying,1
remain,8
remaine,25
remaining,4
remains,7
remark,2
remarkable,6
remarke,6
remarks,5
remarrie,1
remarry,2
remastere,1
reme,10
remember,4
remembere,6
remembering,1
remembrance,1
remier,3
remiere,4
remigio,1
remin,2
reminiscence,1
reminiscences,2
reminiscent,1
remises,1
remit,1
remium,1
remiums,2
remixe,1
remo,1
remorse,1
remote,1
remotely,1
removal,3
remove,10
removing,1
ren,45
ren's,5
renaissance,2
rename,5
reneur,7
reneurial,1
reneurs,5
reneurshi,5
renewable,1
renewal,1
renewe,2
renewing,1
reno,1
renormalization,1
renormalize,1
renounce,4
renouncing,2
renovating,1
renovation,1
renowne,5
rentals,1
rente,3
rentice,1
renticeshi,2
rents,2
renunciation,1
reo,1
reor,1
reorganise,1
reorganization,2
reorganize,1
reorganizing,1
requel,1
requels,3
request,13
requeste,5
requesting,3
requests,3
require,20
requirement,4
requirements,1
requires,4
requiring,2
rerequisite,2
rerequisites,1
rerogative,1
res,117
resbyterian,1
rescient,1
rescri,2
rescribe,1
rescue,10
rescuer's,1
rescuers,1
research,59
research's,1
researche,3
researcher,3
researchers,5
researchgate,1
resemble,2
resembles,1
resence,3
resent,21
resentable,1
resentation,13
resentations,4
resentative,7
resentatives,8
resente,28
resenters,1
resenting,5
resently,1
resents,3
reservation,1
reservations,1
reserve,8
reserving,5
reset,1
resha,1
resi,229
resign,3
resignation,6
resigne,12
resilient,2
resist,2
resistance,11
resiste,2
resisting,1
resolution,8
resolutions,1
resolve,4
resolving,2
resonance,1
resonate,2
resort,2
resorts,1
resoun,1
resources,8
ress,74
resse,46
resses,2
ressi,1
ressing,8
ression,18
ressions,5
ressive,1
ressively,1
ressor,5
ressors,1
ressure,9
ressuring,1
ressurize,1
rest,12
restart,1
restarting,2
restaurant,5
restaurants,1
restige,1
restigious,2
restless,3
restoration,3
restore,3
restrain,1
restraining,1
restraint,3
restricte,3
restrictions,2
restructuring,1
resu,2
resublimate,1
result,27
resultant,2
resulte,9
resulting,8
results,14
resume,2
resuming,1
resurrection,1
ret,2
retail,4
retailer,2
retain,2
retaliate,4
retaliation,1
retaliatory,1
retation,2
retations,2
rete,5
reten,3
reter,5
reters,2
reticence,1
reting,1
retire,3
retiring,2
retook,1
retoole,1
retoria,7
retorte,1
retraining,2
retreats,1
retribution,1
retrieve,10
retro,3
retroactive,1
retroactively,2
retros,2
rets,1
retty,5
return,26
returne,47
returning,13
returns,2
retweete,1
rety,1
reunite,1
reusability,1
reusable,2
reuters,2
rev,2
revailing,1
revak,1
revalence,1
revalent,1
revam,1
reveal,4
reveale,18
revealing,1
reveals,1
revelation,1
revenge,1
revent,6
revente,5
reventing,1
revention,5
reventive,1
revenue,5
revere,1
reveren,1
reverence,1
reverse,4
reversing,1
review,26
reviewe,2
reviews,5
revious,15
reviously,18
revise,21
revision,3
revisions,3
revival,1
revivalism,2
revivalist,1
revive,1
reviving,2
revmo,3
revoke,1
revolt,1
revolution,12
revolutionary,2
revolutionize,2
revolve,2
revolves,2
rew,31
rewar,1
rewrote,1
rews,6
rews's,1
rex,2
reynol,2
reza,1
rezko,1
rezko's,1
rhetorical,1
rhymes,1
rhys,1
rhythm,1
rhythmic,3
ri,23
riate,4
riately,1
riation,1
riban,1
ribbon,1
ric,2
rice,17
rich,7
richar,96
richest,11
richman,1
richter,1
rick,2
rie,2
riest,1
riestley,1
rietary,1
rietor,1
rifting,1
rig,2
right,30
righteous,2
rightly,1
rights,50
rigi,5
rigorous,1
rik,1
ril,58
riley,6
rilling,2
riman,1
rimaries,3
rimarily,10
rimary,36
rime,19
rimitive,2
rin,1
rince,2
rincely,2
rinces,1
rincess,1
rinceton,24
rinci,29
rinearson,1
ring,7
ringer,2
ringfiel,1
rings,10
ringtones,1
rink,1
rinking,2
rinkle,1
rint,5
rinte,8
rinter,2
rinting,2
rints,2
rio,3
rior,13
riority,1
riot,1
riote,2
rioting,1
riots,5
rise,19
risen,1
rises,2
rishi,1
rising,6
risk,4
risks,2
rism,2
risms,2
rison,11
risone,2
risoner,1
risoners,4
risoning,2
risonment,3
rite,2
rites,1
ritu,4
ritual,1
rituals,1
rivacy,3
rival,1
rivalries,1
rivalry,1
rivals,1
rivat,1
rivate,27
rivately,4
rivation,1
rive,6
riven,12
river,8
riverbe,1
rivers,2
riversi,2
rives,2
rivilege,1
rivileges,1
riving,3
rivlin,1
rix,1
rize,57
rizes,2
rkbex,1
rms,2
ro,307
roa,18
roach,24
roachable,1
roache,6
roaches,3
roactively,1
roam,1
roaming,1
rob,1
robability,5
robable,1
robably,11
robation,3
robationary,1
robb,1
robbie,1
robbins,2
robby,1
robe,1
roberson,2
robert,39
roberts,4
robertson,2
robes,1
robin,5
robinson,4
roblem,26
roblematic,1
roblems,27
robot,36
robotic,2
robotics,10
robots,12
robust,1
robyn,2
rocal,1
rocarbons,1
rocate,2
roce,11
rocee,10
rocess,23
rocesses,2
rocessing,5
rocession,2
rocessor,6
rochement,1
rochus,1
rock,6
rockaway,3
rockefeller,4
rocket,24
rockets,4
roclaime,4
roclaiming,1
rocrastinating,1
rocter,1
rof,2
rof's,1
rofession,1
rofessional,8
rofessionally,1
rofessionals,1
rofessions,1
rofessor,36
rofessors,3
rofessorshi,6
rofile,10
rofiling,1
rofit,15
rofitability,1
rofitable,1
rofits,1
rofoun,11
rofun,1
rogan,6
rogan's,1
rogen,1
rogeny,1
roger,5
rogers,7
rognosis,2
rogram,64
rogrammable,1
rogramme,4
rogrammer,1
rogrammer's,1
rogrammers,1
rogramming,4
rograms,15
rogress,13
rogresse,2
rogressive,5
rohibit,1
rohibiting,3
rohibitive,1
roi,2
roilan,1
roject,60
rojecte,4
rojectors,1
rojects,13
role,30
roles,4
rolific,4
roll,3
rollan,4
rolling,5
rolls,1
rolong,2
rolonge,2
rom,8
romain,4
roman,4
romance,4
romantic,5
romanticism,1
rome,2
romena,1
rometheus,4
rominent,9
rominently,1
romise,16
romises,1
romising,4
romney,2
romote,15
romoting,8
romotion,3
romsi,1
romulgate,2
ron,2
ronal,8
ronath,1
rone,5
ronounce,8
ronouns,1
roof,7
roofrea,1
roofs,2
roofto,1
rooling,1
room,22
roommate,1
rooms,4
roosevelt,11
roosevelt's,1
roote,2
roots,4
ros,3
rose,15
rosecute,2
rosecution,2
rosecutors,1
roselan,1
roselytisation,1
rosen,4
ross,1
rostatics,1
roster,1
rostitutes,1
rostrum,1
rotagonist,4
rotate,1
rotating,1
rotation,3
rote,3
rotect,7
rotecte,3
rotecting,1
rotection,10
rotections,2
rotector,1
rotest,22
rotestant,4
rotesters,4
rotests,6
roton,3
rotons,1
rotor,4
rotors,3
rototy,6
rotég,2
rou,6
roue,1
rough,2
roughly,2
roughton,2
roun,16
rousing,1
roust,1
route,2
routh,2
routine,3
roval,11
rove,39
rovement,1
rovements,2
roven,3
rover,2
rovers,1
rovi,47
rovince,1
rovinces,1
rovincial,1
roving,7
rovise,1
rovision,1
rovisional,1
rovisions,5
rovocation,1
rovocative,1
rovoke,1
row,4
rowan,1
rowlatt,4
rown,1
roximate,1
roximately,6
roximations,1
roy,6
roy's,1
royal,28
royalties,2
rss,1
rti,1
ru,12
rub,2
rubbish,1
rubio,2
ruce,1
rufrock,2
rug,2
rugs,1
ruinously,1
rule,37
ruler,2
rulers,1
rules,9
ruling,4
rulings,1
rum,2
rumble,1
rumfor,2
rumhea,1
rummage,1
rumming,1
rumors,1
rums,3
run,20
runaroun,1
runaway,2
rung,1
runner,5
running,13
rural,7
rush,2
rushe,1
ruskin,5
ruskin's,1
russell,4
russia,14
russia's,2
russian,16
russo,1
rustic,1
rutan,2
ruth,1
rutherfor,3
ruthless,2
rwd,1
ry,4
ryan,4
ryan's,1
rye,2
ryerson,1
récis,1
rāj,1
rāma,1
s,1259
s1355,1
sa,15
saada,1
sabarmati,1
sabbatical,3
sabuj,1
sachs,1
sack,1
sacks,1
sackville,1
sacramento,2
sacre,3
sacrifice,1
safe,5
safecracker,1
safeguar,1
safely,2
safer,1
safety,9
sagan,180
sagan's,45
sagans,1
sagar,1
sahib,1
sahitya,1
sahja,1
sai,163
saifur,1
sail,1
sailboat,1
saile,3
sailor,1
saint,8
saints,3
sal,2
salaries,1
salary,8
salazar,1
sale,10
salem,1
sales,15
salesman,2
salesmanshi,1
salm,1
salman,2
salms,1
salon,1
salt,14
salt's,1
salter's,1
salutary,1
salute,1
salvage,1
salvation,3
salwen,2
salzman,1
sam,5
sama,2
samal,1
samba,1
sambal,1
same,92
sams,1
samuel,4
san,30
sanaa,1
sanatorium,1
sanctifie,1
sanctimonious,1
sanctions,6
sangam,2
sangeet,2
sangi,1
sangit,1
sangrahalaya,1
sanitarium,1
sanitation,4
sankar,3
sankh,1
sansar,1
sanskrit,6
sanskritise,1
santa,2
santens,2
santens's,1
santiago,1
santiniketan,9
santo,1
sar,2
sara,3
sarah,1
sarcastic,1
sarcastically,1
sarma,1
saro,1
sarojini,1
sarva,1
sarvatha,1
sarvbhuta,1
sarvo,2
sasha,4
saskatchewan,1
sat,4
satan,1
satellite,6
satellites,6
sati,2
satire,1
satirical,1
satisfaction,2
satisfactory,1
satisfie,3
saturates,1
saturn,5
saturn's,3
satya,5
satyagraha,31
satyajit,4
satyen,3
sau,8
saucer,2
saucers,1
sav,1
savannah,1
save,5
saving,5
savings,6
saviour,1
savvy,1
saw,21
saxon,1
saxons,1
say,35
sayan,1
saying,39
sayoc,1
says,6
sc,3
sca,2
scaffol,1
scalar,1
scale,12
scalmer,1
scan,1
scans,1
scant,1
scarce,1
scarcely,1
scare,1
scariest,1
scarlet,1
scary,1
scatter,1
scattere,6
scattering,7
sce,2
scenarios,1
scene,8
scenes,1
schaffer,1
sche,6
scheme,4
schemes,2
schenecta,1
schi,1
schieble,19
schieble's,2
schiller,2
schizo,1
scholar,9
scholarly,2
scholars,8
scholarshi,14
scholastic,1
school,127
school's,9
schoolfellow,1
schooling,4
schools,9
schr,9
schrieffer,1
schule,1
schultz,1
schuman,8
schuster,3
schwarzschil,1
schweber,1
schweiz,1
schwinger,8
science,274
sciencenter,1
sciences,21
scientific,76
scientist,29
scientist's,1
scientists,38
sco,3
scoffer,1
score,7
scores,3
scorne,1
scotlan,4
scots,1
scott,4
scottish,6
scouts,1
scra,2
scrambler,1
screen,9
screenings,1
screenless,1
screenshot,1
scri,9
scribbles,1
scrimshaw,1
scru,1
scrutinise,1
scrutiny,3
scuba,1
scul,3
sculley,7
sculley's,2
se,112
sea,6
seale,2
sealing,1
seals,1
seamlessly,1
sean,2
search,24
searchable,1
searche,2
searching,1
searing,1
seasi,1
season,3
seasonal,2
seasons,2
seat,2
seate,1
seats,2
seattle,10
sebelius,1
sec,8
sec's,1
seclu,1
seclusion,2
secon,88
secrecy,3
secret,22
secretary,17
secretly,2
secrets,3
sect,1
section,10
sections,2
sector,4
sectors,2
secular,3
secure,12
securing,2
securities,2
security,22
see,54
seeing,9
seek,9
seeking,8
seeks,2
seem,7
seeme,9
seemingly,4
seems,5
seen,16
sees,1
segment,1
segmente,1
segments,1
segregate,1
segregation,1
seiler,2
seismic,1
seize,1
seizure,1
sekolah,2
sel,3
select,5
selecte,14
selection,1
selectively,1
self,41
selfish,3
sell,9
seller,2
sellers,1
selling,7
selma,1
semblance,1
semester,2
semi,3
semiclassical,1
semicon,1
seminal,3
seminar,3
seminary,1
sen,16
senate,28
senate's,2
senator,16
senators,2
sengu,1
senile,1
senility,1
senior,19
sensation,2
sense,17
sensibility,1
sensitive,4
sensitivity,1
sensory,1
sensual,1
sensualist,1
sensuous,5
sent,21
sentence,8
sentimental,2
sentiments,1
sequel,3
sequels,2
sequence,1
sequences,1
sequential,3
serber,2
serbian,1
serf,1
serial,2
series,75
serious,3
seriously,9
serling,1
sermon,1
sermons,1
servants,1
serve,34
server,1
servers,1
serves,1
service,33
service's,1
services,25
serving,6
ses,3
session,5
sessions,1
set,49
setbacks,1
seth,2
seti,4
sets,4
setting,6
settings,11
settle,6
settlement,7
settlements,1
settlers,2
settling,2
seu,12
seva,1
sevagram,1
seven,21
seventeenth,1
seventh,2
seventy,2
sever,1
several,81
severe,4
severely,1
severity,1
sewage,1
sex,18
sexes,2
sexism,2
sexist,1
sexual,15
sexuality,1
sexually,2
sf,10
sfwa,1
sha,17
shackles,1
shah,3
shahani,1
shahee,1
shahza,2
shaja,1
shakes,5
shaking,2
shaky,1
shall,3
shallow,1
shame,3
shanghai,3
shar,3
share,25
sharehol,10
shares,10
sharing,2
sharkey,1
shasti,2
shave,1
shaw,1
shawl,1
she,93
sheaf,1
shear,1
shearer,1
sheer,1
sheet,1
sheila,1
shel,3
shelai,3
shellacking,1
shellenberger,2
shelling,1
shelter,2
sheltere,2
sheltering,1
sherborne,8
sheriff,1
sherlock,3
sherlockian,1
sherman,1
shes,1
shesher,2
sheth,1
shi,20
shibboleth,1
shiel,3
shift,5
shifte,2
shifting,2
shifts,3
shigenobu,1
shilai,3
shiloh,1
shin'ichir,2
shine,1
shines,1
shinz,1
shirajganj,1
shire,5
shivering,1
sho,1
shocke,1
shoes,1
shon,1
shonar,2
shone,2
shook,3
shoot,2
shooting,4
shootings,1
shore,2
shorn,2
short,50
shortage,1
shortene,2
shortly,12
shortseller,1
shot,5
shotguns,1
shoul,70
shouting,1
shove,1
show,36
showcase,2
showe,24
showing,7
shown,10
shows,8
shravana,1
shrew,1
shrima,4
shrine,1
shriniketan,1
shrink,1
shrinking,1
shrunk,1
shuffle,1
shun,1
shunte,1
shut,4
shuttle,10
shuttle's,1
shuva,1
shuvashini,1
shy,1
shyama,2
shyness,4
si,35
siam,1
siblings,3
sic,4
sick,1
sickening,1
sickly,1
sids,1
sign,4
signal,2
signale,1
signals,5
signatories,1
signatory,1
signature,5
signatures,2
signe,31
signers,1
significance,1
significant,20
significantly,6
signing,3
signor,1
signs,3
sigsaly,1
sikh,2
sikhism,4
sikhs,6
silence,4
silent,1
silicon,7
silvan,1
silver,2
silverberg,4
silverman,1
sim,51
simak,1
similar,23
similarities,2
simon,5
simone,1
simulate,2
simulation,6
simultaneously,5
sin,2
since,67
sinclair,1
sine,1
sing,4
singa,3
singer,5
singh,4
single,19
sings,1
singular,2
sinha,2
sinjar,1
sinking,1
sins,1
sion,1
sir,9
sires,2
siri,1
sister,36
sisters,3
sit,3
sita,1
sitar,1
sitaramayya,1
sitaramayya's,1
site,16
sites,1
sits,1
sitter,1
sitting,10
situate,1
situation,8
six,31
sixteen,4
sixth,3
sixty,3
sizable,1
size,12
skate,1
skating,1
ske,28
skeletal,1
sketch,1
sketchbook,1
sketche,1
sketches,2
ski,3
skies,1
skill,4
skille,3
skillful,1
skills,4
skin,2
skinne,1
skinny,1
skis,1
skulls,2
sky,5
skyscra,1
sla,2
slabs,1
slac,1
slam,1
slan,1
slang,1
slate,1
slate's,1
slater,1
slaughtere,1
slaughtering,1
slave,2
slaves,1
slavoj,1
sle,5
slee,7
sleeve,1
sleeves,1
sli,4
slightly,1
slights,1
slim,3
slo,1
sloan,1
slogan,1
slogans,2
slot,1
slots,2
slow,3
slowe,2
slower,1
slu,1
slum,1
slurs,1
small,40
smaller,5
smart,7
smarter,1
smartest,2
smes,1
smet,1
smile,1
smiling,1
smith,4
smith's,1
smithsonian,2
smitten,1
smoke,10
smoking,4
smooth,2
smriti,3
smuggling,1
smyth,2
sneakers,1
sni,1
snltr,1
snow,2
snowball,1
snowshoeing,1
so,107
soaring,1
sober,1
sobriquets,1
soccer,1
sochi,1
sociability,1
social,41
socialise,1
socialism,5
socialist,4
socialists,1
socially,2
societies,2
society,61
society's,6
socioeconomic,1
sociologist,1
sociology,1
sock,1
socratic,1
soetoro,3
soft,1
software,36
soil,1
sojourner,1
sol,35
solace,2
solar,14
solarcity,15
sole,2
solely,1
solemnly,1
soli,6
solicitor,2
solovine,1
solution,16
solutions,2
solve,10
solvers,1
solves,1
solving,5
somalia,1
some,135
somebo,2
somehow,3
someone,10
someone's,1
somers,1
somerville,2
something,17
sometimes,14
somewhat,4
somewhere,4
sommerfel,1
son,69
son's,3
sonar,1
sonatas,2
song,8
songs,17
songwriter,1
sonia,2
sons,11
soon,20
sooner,4
soothe,1
sor,2
sorrow,1
sorry,6
sort,7
sorter,1
sorties,2
sorting,2
sotomayor,2
sou,1
sought,20
soul,8
soule,1
souls)tagore's,1
soun,6
sour,1
source,18
sources,10
soure,1
souter,1
south,71
southam,1
southeast,1
southern,1
sovereign,2
soviet,14
sox,2
squali,1
square,7
squeeze,1
squyres,2
sr,4
sri,3
srijonkala,1
ss,1
st,17
stability,1
stabilize,1
stabin,1
stable,4
stablemates,1
stack,1
stacking,1
staff,7
staffe,1
staffers,1
staffor,1
stag,1
stage,21
stagecoach,1
stages,2
staircases,1
stairs,2
stake,6
stakes,1
stam,4
stan,28
stance,5
stanfor,17
stankmemes,1
stanley,8
stanton,1
stanzas,1
star,23
stargiving,1
staring,1
stark,1
starlink,1
starmus,1
starr,9
starre,1
starring,6
stars,11
starshi,3
start,23
starte,27
starting,11
startle,1
startling,1
starts,1
startu,14
state,175
state's,2
statement,12
statements,6
staten,1
states,146
states's,1
statesman,1
statesmen,1
static,4
stating,25
station,14
stationary,3
stations,3
statistical,13
statistically,1
statistics,14
statue,5
statue's,1
stature,2
status,9
statute,2
statutory,1
staunch,2
stay,21
staye,8
staying,3
ste,38
stea,6
steam,2
steamfitters,1
stee,1
steel,7
steelers,1
stein,3
steinberg,1
stem,3
stemming,2
ster,6
stereoty,3
stern,1
sternberg,1
steve,54
steve's,3
steven,8
stevenotes,1
stevens,6
stewar,1
sti,1
stick,1
sticks,1
stifle,2
stigma,1
stilboestrol,1
still,40
stimulate,5
stimulating,1
stimulation,1
stimulus,9
stirre,1
sto,32
stochastic,1
stock,17
stocka,2
stockholm,1
stocks,1
stocky,1
stokes,3
stolen,2
stoltz,1
stone,7
stonehenge,1
stones,1
stoney,2
stoneys,1
stoning,1
stonks,1
stoo,3
stools,1
storage,5
store,19
stores,4
storey,1
stories,79
storme,2
storms,1
story,58
storylines,1
storyteller,1
storytelling,1
stout,1
stowaway,1
strahlung,1
straight,3
straightforwar,1
strain,1
straine,1
strains,1
straitjacket,1
stran,1
strange,11
strangeness,3
stranger,1
strangers,4
stranieri,1
strata,1
strategic,5
strategies,4
strategy,10
stratos,1
straubel,1
strauss,1
strauss's,1
straying,1
streame,1
streams,1
street,13
streets,4
strength,7
strengthen,3
strengthene,2
strengthening,1
strengths,1
stress,2
stresse,3
stresses,1
stressing,1
stretch,1
stretcher,3
stri,5
stricken,1
strict,3
strictures,1
strike,6
strikes,4
striking,1
strikingly,1
string,1
stringently,1
strive,1
strong,26
stronger,4
strongly,8
struck,5
structure,10
structures,3
struggle,12
struggles,1
struggling,3
sts,1
stu,153
stuart,5
stubborn,1
stuck,1
stuff,4
stuffy,1
stunning,3
sturge,2
stuyvesant,1
style,30
styles,1
stylistics,1
styne,1
su,205
sub,6
subassembly,1
subatomic,3
subcommittee,1
subcontinent,12
subcontinent's,1
subhas,2
subhash,1
subject,23
subjecte,2
subjectivism,1
subjects,8
sublime,1
submarine,8
submit,2
submitte,10
subor,1
subscri,2
subsequent,10
subsequently,13
subsi,12
substance,2
substantial,6
substantially,4
substantive,1
substitution,1
subsurface,2
subtle,1
subtlety,1
suburban,1
suburbs,3
subway,1
succee,8
success,19
successes,1
successful,18
successfully,9
succession,1
successive,1
successor,10
successors,1
succumbe,1
such,154
suck,1
sucks,1
sue,6
suffer,6
suffere,6
suffering,11
sufferings,1
sufficiency,1
sufficient,4
sufficiently,1
suffix,1
suffolk,1
suffrage,1
sufi,3
sufism,2
sugar,1
sugare,1
suggest,4
suggeste,22
suggesting,3
suggestions,2
suggests,3
suhrawar,1
suici,8
suit,6
suitable,3
suite,1
sukanta,1
sukh,1
sule,3
sules,3
sullivan,3
sultan,1
sultans,1
sum,3
suman,2
summarise,1
summarize,3
summary,2
summation,1
summe,1
summer,19
summers,4
summit,3
summone,1
summoning,2
sun,18
sun's,1
sung,5
sunlight,2
sunni,3
sunny,4
sunnyvale,1
suns,1
sur,18
sure,12
surely,7
suren,1
surface,13
surfaces,1
surge,1
surgeons,1
surgery,6
surgical,1
surgically,1
surmise,1
surname,2
surren,2
surrogates,1
surroun,6
suruchi,1
surul,1
surveillance,2
survey,6
survival,4
survive,8
surviving,4
sus,17
susan,2
sushila,1
sussex,3
sustainable,3
sustaine,1
sustaining,1
sutter,1
sutton,2
sutton's,1
suu,2
suv,3
swa,6
swallowing,1
swam,1
swaminarayan,2
swan,1
swaraj,16
swarnakumari,1
swe,4
swee,1
sweet,2
sweetheart,1
sweets,2
swich,1
swim,2
swimming,2
swiss,13
switche,3
switzerlan,8
swor,3
sworn,2
sy,2
syche,1
sychiatrist,1
sychiatrists,1
sychic,1
sychoanalytic,1
sychohistory,6
sychological,2
sychologically,1
sychologist,1
sychology,5
sychosociology,1
sye,1
sykes,3
sylhet,1
syllabus,2
sym,21
symbol,2
symbolic,1
symbolically,1
symbols,2
symmetry,3
syn,1
synagogue,1
synchronization,1
syncretism,1
synergy,1
synesthetic,1
syno,1
synonymous,3
synthesis,2
synthesize,1
synthetic,1
syria,8
syrian,5
system,68
system's,1
systematic,2
systematically,2
systematise,1
systemic,1
systems,25
sz,1
szilár,6
sōma,1
sōt,1
t,97
t4d,1
ta,12
table,7
tables,1
tablet,1
tabooe,2
tac,1
tackle,2
tackles,1
tackling,3
tactics,3
tagore,130
tagore's,47
tagores,2
tain,2
tait,3
taiwan,3
taiwanese,1
tak,1
take,31
takeback,1
taken,14
takes,2
taking,20
talat,1
tale,1
talent,7
talente,3
talents,3
tales,5
talia,1
taliban,1
talim,3
talk,8
talke,2
talker,1
talking,7
talks,7
tall,1
tallies,1
tallying,1
talmu,4
talulah,1
tam,3
tamil,1
tamukkam,1
tanalysis,7
tanalyst,3
tanalysts,2
tanalytical,1
tance,3
tangent,1
tank,3
tanks,1
tanning,1
tannu,1
tar,2
target,3
targete,4
targeting,2
tartan,1
tarun,1
task,8
tasks,2
tassajara,1
taste,1
tasteless,1
tatchell,2
tate,1
tation,3
tations,4
taught,22
tax,25
taxable,1
taxes,15
taxing,1
tayler,2
taylor,1
tbc,6
tbm,1
tcac,2
tcha,1
tcies,1
tcy,1
te,83
